nation,seasons_covered,latest_season,players_n,rows_n,minutes_total,matches_total,goals_total,xg_total,np_goals_total,np_xg_total,assists_total,xa_total,shots_total,key_passes_total,xgchain_total,xgbuildup_total,xg_plus_xa_total,npg_plus_xa_total,yellow_cards_total,red_cards_total,market_value_total,market_value_top5_sum,market_value_top3_sum,market_value_top1,market_value_hhi,caps_total,international_goals_total,top1_xg,top3_xg,top5_xg,top1_np_xg,top3_np_xg,top5_np_xg,top1_xg_share,top3_xg_share,top5_xg_share,top1_np_xg_share,top3_np_xg_share,top5_np_xg_share,xg_hhi,np_xg_hhi,players_over_1000_min,players_over_500_min,players_over_250_min,players_xg_gt_1,players_xg_gt_3,players_xg_gt_5,goalkeeper_minutes,defender_minutes,midfield_minutes,attack_minutes,age_mean,age_sd,age_min,age_max,market_value_mean,market_value_sd,caps_mean,caps_sd,international_goals_mean,international_goals_sd,xg_per90_weighted,xa_per90_weighted,shots_per90_weighted,key_passes_per90_weighted,xgchain_per90_weighted,xgbuildup_per90_weighted,goals_per90_weighted,assists_per90_weighted,minutes_per_player,goals_minus_xg,goals_minus_np_xg,xg_per90,np_xg_per90,xa_per90,shots_per90,key_passes_per90,xgchain_per90,xgbuildup_per90,goals_per90,assists_per90,xg_per_shot,np_xg_per_shot,attack_minutes_share,midfield_minutes_share,defender_minutes_share,goalkeeper_minutes_share,attack_depth_index
New Zealand,5,2526,1.0000000000004812,1.0000000000004812,560.0000000012486,8.0000000000178,2.000000000004811,2.067298755054254,2.000000000004089,2.0672987550537045,1.6837811473250584e-12,0.17429565265908717,16.00000000002213,3.000000000012989,2.1495288610514405,0.16340264305613125,2.241594407713341,0.17429565265908717,1.6837811473253476e-12,3.347729892747611e-51,6000000.000000866,6000000.000000866,6000000.000000866,6000000.000000001,0.9999999999998779,88.00000000001323,45.000000000000725,2.0672987550529704,2.067298755054254,2.067298755054254,2.067298755052421,2.0672987550537045,2.0672987550537045,0.9999999999999389,1,1,0.9999999999999314,1,1,0.9999999999999039,0.9999999999998956,4.810803278072256e-13,1.0000000000004812,1.0000000000004812,1.0000000000004812,4.810803278071678e-13,2.405401639036128e-13,2.887192565493073e-23,6.559530269651051e-10,4.177460986549607e-23,560.0000000005926,34.3506849315058,5.703328542581916,34.350684931504276,34.35068493150685,5999999.999999608,2705549.851693646,87.99999999999365,35.725807665233305,44.999999999995005,25.11971337415893,0.3322444427758446,0.028011801320009886,2.57142857142836,0.48214285714295574,0.34545999552523654,0.026261139062382626,0.32142857142857695,2.6350252696793215e-14,560.0000000003264,-0.06729875504944281,-0.06729875504889353,0.3322444427758446,0.33224444277583604,0.028011801320009976,2.5714285714283593,0.48214285714295574,0.34545999552523654,0.026261139062382637,0.32142857142857695,2.6350252696793228e-14,0.12920617219062225,0.12920617219061717,0.9999999999998861,8.470115544505078e-27,1.1405895095898513e-13,5.853999524519613e-27,1
Norway,5,2526,27.99999999999952,27.99999999999952,31892.000000001262,486.00000000002166,53.000000000005535,68.50089772325458,45.00000000000626,60.89350405056552,41.99999999999736,42.211892774328646,482.00000000000944,329.0000000000101,152.71765480936196,76.93129143957235,110.71279049758323,42.211892774328646,58.000000000001926,3.9999999999995195,548649999.9999886,372000000,310000000,200000000,0.16885472405783,831.9999999999842,144.99999999999807,22.830121539533412,37.3994816429958,46.308896085252975,19.785446099937232,33.738544940952956,41.61870276742244,0.3332820780213416,0.5459706790134379,0.6760334188953493,0.3249188301515366,0.554058194991313,0.6834670366951137,0.15336740982326377,0.1513420781645763,16.000000000000483,21.000000000000004,25.99999999999928,11.99999999999952,5.99999999999976,3.000000000000481,360.0000000006769,13275.999999998716,8820.0000000007185,9436.000000001153,26.859806298312005,4.35451846375936,19.230136986301794,37.94520547945206,29977274.865169838,38527292.729348935,33.133607174213786,20.76831122943712,7.3895020694845295,11.408423046246092,0.19331120014714176,0.11912298851403012,1.3602157280822544,0.9284460052677718,0.43097293781644397,0.21710197634395,0.14956728960241647,0.1185250219490677,1139.0000000000696,-15.500897723249041,-7.89350405055998,0.1933112001471418,0.17184295009879105,0.11912298851403012,1.3602157280822542,0.9284460052677718,0.4309729378164439,0.21710197634395,0.1495672896024165,0.1185250219490677,0.14211804506898965,0.1263350706443237,0.29587357330994196,0.27655838454785897,0.4162799448136977,0.011288097328501482,0.7500000000000139
Panama,5,2526,1.0000000000002407,1.0000000000002407,978.0000000010119,16.000000000011305,2,1.0468609929088464,2,1.0468609929088464,1.0000000000009621,1.9396317675728323,9.000000000004812,11.0000000000178,9.44912246615049,7.076627906414645,2.986492760481679,1.9396317675728323,4.000000000000963,2.4054016390355495e-13,8000000,8000000,8000000,8000000,1,90.00000000002478,9.000000000002165,1.0468609929086545,1.0468609929088464,1.0468609929088464,1.0468609929086545,1.0468609929088464,1.0468609929088464,0.9999999999999256,1,1,0.9999999999999256,1,1,0.9999999999998972,0.9999999999998972,4.810803278071099e-13,1.0000000000002407,1.0000000000002407,1,3.347729892747611e-51,0,0,978.0000000010119,7.087144182946691e-48,4.050753170224609e-49,30.169863013699256,3.442544521009577,30.169863013698635,30.169863013699803,8000000,1852025.9177452135,90.00000000000168,9.192388155425117,9.000000000000002,2.087632583943376e-38,0.09633690118788431,0.17849372094211147,0.8282208588956275,1.0122699386504184,0.8695511471913286,0.6512234269703397,0.18404907975456528,0.09202453987729933,978.0000000003884,0.9531390070911536,0.9531390070911536,0.09633690118788434,0.09633690118788434,0.1784937209421115,0.8282208588956276,1.0122699386504181,0.8695511471913286,0.6512234269703397,0.18404907975456533,0.09202453987729936,0.1163178881009354,0.1163178881009354,7.236072115442315e-53,1.2660136089579655e-51,1,0,1
Paraguay,5,2526,4.000000000000722,4.000000000000722,5975.000000000346,89.00000000001059,8.000000000000963,14.563266421667691,7.0000000000012035,13.81998881231939,5.9999999999995195,7.757841124198718,107.00000000000962,46.00000000000241,25.464369006453804,8.83532477729013,22.321107545866408,7.757841124198718,11.000000000000963,5.785957045076299e-26,39000000.00000479,39000000.000004575,39000000.00000192,22000000.000000004,0.46877054569357196,136.00000000002694,14.000000000002647,6.053465339354496,13.299939618444794,14.563266421667574,5.310187730006377,12.556662009096572,13.819988812319274,0.41566673053154307,0.913252510347308,0.9999999999999907,0.3842396547580938,0.9085869879940295,0.99999999999999,0.311938465934977,0.30217106690128476,3.0000000000002407,4,4,4.000000000000241,1.9999999999997597,0.9999999999997595,1775.9999999999427,2181.0000000001974,1348.9999999999566,669.0000000002492,30.391410786954708,6.472512719530181,22.22191780821918,38.04383561643836,15177661.347939491,10148891.565091694,32.25154811715529,7.57187779440329,2.781924686192592,2.8867513459482432,0.2193630088619314,0.11685451065738285,1.6117154811715901,0.6928870292886999,0.38356371725200933,0.13308438995080774,0.12050209205021524,0.09037656903764682,1493.7499999998954,-6.563266421666729,-5.819988812318427,0.21936300886193144,0.2081671954993634,0.11685451065738289,1.61171548117159,0.6928870292886999,0.38356371725200933,0.13308438995080776,0.1205020920502153,0.09037656903764686,0.1361052936604382,0.12915877394690312,0.11196652719668114,0.22577405857738947,0.36502092050210166,0.29723849372382777,0.999999999999897
Portugal,5,2526,65.00000000000506,65.00000000000506,60010.00000000644,953.0000000001215,100.00000000000169,107.57389949635522,91.99999999999976,99.98430801556202,88.00000000000651,82.46343675070518,928.0000000000732,658.0000000000866,303.4118061112607,184.2753383815543,190.0373362470604,82.46343675070518,117.00000000001565,7.000000000001685,978450000.000017,420000000.00000006,295000000.00000006,110000000.00000001,0.05403268845688968,1090.0000000000489,164.0000000000029,9.78115815948851,25.51637180429213,39.57840547897277,7.668997213245959,20.65249401144977,32.74659073539434,0.09092501252889616,0.23719853908574284,0.36791829304573687,0.07670200819964769,0.2065573530621924,0.327517301317895,0.043830439650079114,0.03997925387847691,30.000000000001926,42.00000000000121,47.000000000002885,28.000000000000966,13.000000000000723,6,3466.000000000585,22872.00000000448,18885.000000000884,14787.00000000049,26.311915822248988,3.879567946875352,18.57534246575343,35.57260273972626,23366737.210464288,24044324.104340963,24.02817863689358,23.126533213206198,3.702282952841063,5.285911972840058,0.16133396025114172,0.12367454270226025,1.3917680386601963,0.9868355274121148,0.45504186885536446,0.27636694641456344,0.149975004165963,0.13197800366605264,923.2307692307899,-7.5738994963535315,0.015691984439673057,0.16133396025114174,0.14995147011164348,0.12367454270226023,1.3917680386601963,0.9868355274121148,0.4550418688553645,0.27636694641456344,0.149975004165963,0.13197800366605264,0.11592015031933915,0.10774171122365774,0.24640893184467993,0.3146975504082522,0.3811364772538144,0.05775704049325358,0.6461538461538222
Qatar,3,2526,1,1,31,8,0,0.1210436820983886,0,0.1210436820983886,1.391755055963255e-38,5.040657090124009e-39,1,9.742285391740442e-38,0.1867151726037264,0.1867151726037264,0.1210436820983886,5.040657090124009e-39,5.567020223849338e-38,3.3477298927484156e-51,2000000,2000000,2000000,2000000,1,2,5.567020223850342e-37,0.1210436820983886,0.1210436820983886,0.1210436820983886,0.1210436820983886,0.1210436820983886,0.1210436820983886,1,1,1,1,1,1,1,1,3.3477298927484156e-51,1.3917550559629202e-38,2.783510111925171e-38,0,0,0,0,4.036089662290527e-36,31,1.0674761279234802e-35,35.02465753424657,15.08752770378073,35.02465753424657,35.02465753424657,2000000,NA,2,83.43860018001313,4.039644760352906e-37,28.2842712474619,0.3514171415759671,4.2919502186475715e-40,2.903225806451613,8.295228810372957e-39,0.5420763075592057,0.5420763075592057,0,1.1850326871962733e-39,31,-0.1210436820983886,-0.1210436820983886,0.3514171415759669,0.3514171415759669,4.29195021864758e-40,2.903225806451613,8.295228810372957e-39,0.5420763075592057,0.5420763075592057,0,1.185032687196274e-39,0.1210436820983886,0.1210436820983886,1.0099111900882267e-38,1,3.81843865874222e-39,0,6.958775279814601e-39
Saudi Arabia,2,2526,1,1,803.9999999998566,17.999999999996636,0.9999999999997595,0.29746808484189863,0.9999999999997595,0.29746808484189863,1.9999999999997597,1.035684056579909,4.999999999999038,7.999999999998558,4.105485530569438,2.8698429856444285,1.3331521414218075,1.035684056579909,0.9999999999997595,0,5000000,5000000,5000000,5000000,1,48,1,0.29746808484189863,0.29746808484189863,0.29746808484189863,0.29746808484189863,0.29746808484189863,0.29746808484189863,1,1,1,1,1,1,1,1,0,0.9999999999997595,0.9999999999997595,0,0,0,0,803.9999999998566,0,0,26.73972602739726,NA,26.73972602739726,26.73972602739726,5000000,NA,48,NA,1,NA,0.033298666213646445,0.11593478245300406,0.5597014925372829,0.8955223880596943,0.4595692758101003,0.3212510804826433,0.11194029850743567,0.22388059701497554,803.9999999998566,0.7025319151578608,0.7025319151578608,0.03329866621364652,0.03329866621364652,0.11593478245300412,0.559701492537283,0.8955223880596943,0.4595692758101003,0.3212510804826434,0.11194029850743577,0.22388059701497562,0.05949361696838261,0.05949361696838261,0,0,1,0,0.9999999999997595
Scotland,5,2526,16.00000000000072,16.00000000000072,13421.000000002143,255.00000000003874,22.00000000000433,24.127364486461232,22.000000000004093,24.127364486460866,9.00000000000433,14.81107953191187,230.00000000003178,140.0000000000327,61.252475009315525,33.58708658861878,38.938444018373104,14.81107953191187,25.000000000005052,9.621606556144512e-13,183749999.9999972,113999999.99999855,83000000.00000001,45000000.00000001,0.11219214216298934,498.0000000000265,63.00000000000241,6.2482318691917165,15.329240953551928,19.236748693514294,6.248231869191559,15.329240953551745,19.23674869351411,0.25896868564729136,0.6353466812404773,0.7973000409683848,0.25896868564728953,0.6353466812404776,0.7973000409683866,0.1585576519169742,0.15855765191697452,6.000000000000481,12,13.000000000000242,6.000000000000962,3.000000000000481,1.0000000000007216,38.00000000001131,3192.0000000005643,7186.000000000722,3005.0000000008445,27.943945340210476,4.09170158510004,19.635616438357335,35.230136986301375,15128380.895611018,10576100.711037101,38.22718128306675,30.41244262907281,6.545935474256866,6.180277771535161,0.1617959022264445,0.09932174635808082,1.542358989643077,0.9388272110871443,0.4107535020369052,0.225231934503769,0.1475299903136908,0.06035317785561108,838.812500000081,-2.127364486456902,-2.1273644864565355,0.16179590222644452,0.16179590222644305,0.09932174635808083,1.542358989643077,0.9388272110871443,0.4107535020369052,0.22523193450376905,0.14752999031369082,0.060353177855611104,0.10490158472372686,0.10490158472372585,0.22390283883467846,0.5354295507041015,0.23783622680873506,0.002831383652485147,0.7499999999999716
Senegal,5,2526,35.9999999999976,35.9999999999976,36104.00000000083,544.0000000000142,48.00000000000601,56.50593162328541,41.000000000006494,50.436619468039225,36.00000000000048,31.3563255621154,426.0000000000277,294.00000000000625,149.0043156445133,89.87218301557428,87.86225718540081,31.3563255621154,66.00000000000458,4.000000000000241,491199999.9999921,200000000,130000000.00000001,50000000,0.0625321621449578,742.999999999988,84.99999999999689,8.347075961531528,18.433676108721624,26.956174306576507,6.824738241733807,15.941747101028099,22.888871533801826,0.1477203493817214,0.3262255055206413,0.4770503473208376,0.13531315765637766,0.31607485333408003,0.45381454536827404,0.06826220134283303,0.06412274005503539,16.99999999999976,25.999999999998558,29.999999999998316,15.000000000000481,7.000000000000481,2.0000000000007216,3785.999999999826,6659.999999999837,15778.000000000398,9880.000000000764,26.157160820036022,4.285885107315562,18.219178082191785,36.54794520547945,17978897.85355537,15588620.072269918,26.042959228896205,26.110920296500282,2.9736594283184186,3.704458917712055,0.14085790621802402,0.07816500389403669,1.0619321958786139,0.732882783071127,0.37143774673182567,0.22403325037119107,0.11965433192999127,0.08974074894748427,1002.8888888890135,-8.505931623279398,-2.436619468033207,0.14085790621802405,0.12572833348447235,0.07816500389403672,1.0619321958786139,0.7328827830711269,0.37143774673182567,0.2240332503711911,0.11965433192999128,0.08974074894748428,0.13264303197953375,0.11839582034750092,0.2736538887658014,0.4370152891646365,0.1844670950587113,0.10486372701085094,0.7222222222222336
South Africa,2,2526,1,1,1170,21,3,3.2930330969393253,3,3.2930330969393253,1,0.8452617973089218,17,9,4.493907934054732,1.150099268183112,4.138294894248247,0.8452617973089218,4,5.785957045077691e-26,10000000,10000000,10000000,10000000,1,25,10,3.2930330969393253,3.2930330969393253,3.2930330969393253,3.2930330969393253,3.2930330969393253,3.2930330969393253,1,1,1,1,1,1,1,1,1,1,1,1,1,5.785957045077691e-26,0,0,0,1170,25.610958904109587,NA,25.610958904109587,25.610958904109587,10000000,NA,25,NA,10,NA,0.2533102382261019,0.0650201382545324,1.3076923076923077,0.6923076923076923,0.3456852256965179,0.088469174475624,0.23076923076923073,0.0769230769230769,1170,-0.29303309693932533,-0.29303309693932533,0.25331023822610194,0.25331023822610194,0.06502013825453244,1.3076923076923077,0.6923076923076923,0.34568522569651783,0.08846917447562398,0.23076923076923078,0.07692307692307693,0.19370782923172503,0.19370782923172503,1,0,0,0,1
Spain,5,2526,202.00000000000267,202.00000000000267,226380.00000001883,3531.0000000002965,304.00000000002285,345.8028076119011,268.0000000000224,311.32980623424373,223.00000000003007,272.09899715383125,2784.0000000002537,2424.0000000001864,1073.0436741929566,678.0935497913263,617.9018047657323,272.09899715383125,462.00000000004553,27.000000000001442,3082100000.0000763,610000000,450000000,200000000,0.016778888124927956,2355.00000000014,310.00000000001927,19.269277423619254,44.625689242033744,65.82130172848592,13.941095478833033,37.06767446175249,54.35590695683019,0.05572331108787837,0.12904952840093373,0.19034345667418393,0.04477918657214574,0.11906240173439542,0.17459268553276128,0.016400619115774805,0.01480064531288575,112.00000000000554,151.0000000000036,176.00000000000145,89.00000000000458,33.00000000000265,16.000000000001204,21255.00000000074,84707.00000000662,73280.00000000758,47138.00000000388,26.854684812904193,4.831777447999268,17.616438356164647,40.6082191780822,19232421.592013508,23643489.35098668,12.677749801219402,16.0089264112606,1.496059722590359,4.135910823147466,0.13747792510411105,0.10817611866703221,1.1068115557911542,0.9636893718526328,0.42660098364412863,0.26958397155762,0.12085873310363036,0.08865624171746962,1120.6930693070053,-41.802807611878215,-7.329806234220846,0.13747792510411108,0.12377278275942973,0.10817611866703221,1.1068115557911544,0.9636893718526328,0.4266009836441286,0.26958397155762,0.12085873310363036,0.08865624171746961,0.12421077859621846,0.11182823499792283,0.20822510822510812,0.3237035073769817,0.3741805813234371,0.09389080307447317,0.7475247524752553
Sweden,5,2526,34.000000000000725,34.000000000000725,25701.00000000372,458.0000000000563,35.000000000013706,39.41968853586547,33.00000000001299,37.89735086077031,23.000000000006256,26.1181668322601,320.00000000005895,214.00000000005772,105.95002217314149,60.56853866671665,65.53785536812556,26.1181668322601,32.00000000000986,3.9999999999995195,503649999.9999881,276999999.9999928,204999999.999994,100000000,0.086217125457703,545.0000000000164,65.99999999999687,9.229129385206283,15.548657866199973,19.93824831210759,7.70679171011131,14.026320191104999,18.41591063701262,0.23412486825736845,0.39443888177992237,0.5057941615638701,0.20335964216666957,0.37011347422766705,0.4859418988063171,0.08933743699524288,0.07870741293057935,10.000000000001924,19.000000000000963,23.000000000001442,14.000000000000963,2.0000000000019242,1.0000000000012028,181.00000000063338,9993.999999999882,7362.000000002042,8164.000000001165,26.054404684429517,4.4542042839833575,17.9095890410961,36.20821917808221,21403447.336679492,20896162.141550567,18.79518306680718,16.93747019519797,2.511380880121388,4.044758497270958,0.13804023066134355,0.09146083867954426,1.1205789657990237,0.7493871833781371,0.37101676960355423,0.2120994700596684,0.1225633243842841,0.08054161316680924,755.9117647059682,-4.419688535851752,-2.8973508607565988,0.13804023066134358,0.13270929448148547,0.09146083867954428,1.1205789657990237,0.7493871833781373,0.37101676960355423,0.2120994700596684,0.1225633243842841,0.08054161316680924,0.12318652667455149,0.11842922143988038,0.3176530096105206,0.2864479981323921,0.3888564647289608,0.007042527528126495,0.5588235294117799
Switzerland,5,2526,38.99999999999928,38.99999999999928,44640.00000000078,644.0000000000135,37.00000000000265,35.83865830396007,35.000000000001684,34.33760401327726,38,36.680200196802964,368.0000000000238,328.0000000000036,153.15897073691448,111.12601560820919,72.51885850076303,36.680200196802964,80.00000000000024,3.0000000000002407,373699999.99998546,164999999.99999714,110000000.00000001,40000000,0.05411212710709317,1302,111.00000000000145,5.423134101556425,12.75546741299635,17.50860983692506,5.423134101556425,12.715442838149942,16.522442357618093,0.15132079040349797,0.35591364232479034,0.488539768660649,0.15793571675703275,0.3703066420485557,0.4811763322574601,0.0698459228025528,0.07093509746564623,19.99999999999952,29.999999999998558,34.99999999999856,12.000000000001203,2.0000000000009623,1.0000000000002407,6570.0000000001655,18532.99999999948,14091.000000001148,5445.999999999986,28.563217091373623,4.423220423346485,19.630136986301537,37.32328767123288,11079115.14336907,10229006.017329553,44.23467741935671,38.06477539019615,3.5162186379930382,4.955265469220142,0.07225535948378842,0.07395201652581117,0.7419354838710006,0.6612903225806412,0.3087882474534494,0.22404438630686832,0.07459677419355215,0.07661290322580519,1144.615384615429,1.16134169604258,2.662395986725394,0.07225535948378843,0.06922904034934742,0.07395201652581118,0.7419354838710006,0.6612903225806412,0.3087882474534494,0.22404438630686832,0.07459677419355215,0.0766129032258052,0.09738765843466546,0.09330870655781062,0.1219982078853024,0.3156586021505566,0.4151657706093014,0.1471774193548398,0.7692307692307446
Tunisia,5,2526,6.9999999999995195,6.9999999999995195,5566.999999999955,93.0000000000024,2.000000000002165,2.6773467916083074,2.000000000002165,2.6773467916083074,4.000000000000722,4.135650508106421,40.00000000000962,46.00000000000505,16.989296602089098,13.401131284424778,6.81299729971473,4.135650508106421,11.000000000000963,1.9999999999997597,36499999.999993265,36499999.999993265,28999999.99999507,15999999.999997595,0.279414524301068,312.9999999999738,27.99999999999832,0.5994856329645121,1.617121100427543,2.3989181104135926,0.5994856329645121,1.617121100427543,2.3989181104135926,0.2239103409551,0.6040013589183281,0.8960057464099902,0.2239103409551,0.6040013589183281,0.8960057464099902,0.17263049067169395,0.17263049067169395,2,4.999999999999519,5,9.621606556142778e-13,2.4054016390355495e-13,1.391755055961916e-38,0,3049.999999999714,1929.0000000001648,588.0000000000765,28.184674857465335,3.7468837546615754,22.01095890411062,32.31506849315068,7562375.844258338,5142956.348248875,54.10131129872398,25.01808869407935,3.890425723010742,2.309401076758657,0.04328385328628623,0.06685980702884549,0.646667864199915,0.7436680438298015,0.2746608036982295,0.2166520236389878,0.032333393210023896,0.06466678641998742,795.285714285782,-0.6773467916061425,-0.6773467916061425,0.04328385328628628,0.04328385328628628,0.06685980702884553,0.646667864199915,0.7436680438298015,0.2746608036982295,0.2166520236389878,0.03233339321002391,0.06466678641998747,0.06693366979017575,0.06693366979017575,0.10562241781930737,0.3465061972337321,0.5478713849469605,0,0.7142857142856869
Türkiye,5,2526,17.99999999999904,17.99999999999904,18677.999999999298,288.99999999999665,35.99999999999736,33.353984120300396,29.999999999998078,27.267115618101474,22.00000000000024,27.07741807028686,308.99999999998875,246.9999999999952,97.24014296009881,62.73383778240354,60.43140219058726,27.07741807028686,31.000000000001446,2,346749999.9999902,258000000,210000000.00000003,90000000.00000001,0.1477043241678275,392.999999999993,54.999999999997364,7.772409824653773,17.380006210877518,23.20717211626379,6.249812124296702,13.926315365358814,17.946427725255408,0.23302792843638542,0.5210773665955964,0.6957841088057344,0.22920693966426353,0.5107366529121888,0.6581711089874721,0.12400795030621888,0.12008206424933923,6.99999999999976,12.999999999999279,13.99999999999976,10.999999999999279,4,1.999999999999519,2609.999999999459,6385.999999999288,6141.000000000484,3541.0000000000673,25.478066643491296,4.181769261218831,20.42191780821918,34.279452054795115,29651287.611092784,25529174.807265267,27.067244887034374,24.99705865049917,3.835903201627805,5.1389198020622695,0.160716274270647,0.13047262160434372,1.4889174429810494,1.1901702537745198,0.4685519256028075,0.302283188800543,0.1734661098618622,0.10600706713781528,1037.666666666688,2.6460158796969613,8.73288438189588,0.16071627427064702,0.13138667981739102,0.13047262160434375,1.4889174429810492,1.1901702537745198,0.46855192560280756,0.30228318880054295,0.17346610986186223,0.1060070671378153,0.10794169618220571,0.0882430926152185,0.1895813256237412,0.3287825248956445,0.3418995609808031,0.13973658849981127,0.7222222222222204
United States,5,2526,23.000000000001684,23.000000000001684,26270.000000002405,393.00000000004496,35.999999999999766,45.23322092928254,34.999999999999275,43.71182698942928,22.000000000004572,31.084653539584416,330.0000000000113,254.00000000002046,131.28557984811147,74.91529499926492,76.31787446886696,31.084653539584416,51.000000000005294,1.0000000000007216,351999999.9999909,164999999.9999988,110000000.00000001,50000000,0.07222930655991891,644.0000000000316,96.99999999999808,8.476936468855316,23.20817633532001,32.05615425854919,7.7168413493784485,21.686782395466746,30.534760318695927,0.1874051039192649,0.5130781283871833,0.7086860851378689,0.17653897997090393,0.49613077029956787,0.6985468789963963,0.11977926764877483,0.11553247479003952,13.000000000000481,15.000000000001684,20.000000000001204,8.000000000001926,5,3.9999999999997593,3.191967975001406e-10,8774.000000000797,14428.99999999955,3067.000000001736,25.540179797780034,2.1911301825443723,20.145205479452056,28.682191780824287,18122725.542443264,12725010.386167131,33.40624286258054,22.460065571020674,4.700418728587673,7.070788317495241,0.15496725860811167,0.1064948160853589,1.1305671869051686,0.8701941377997647,0.44977929906086966,0.2566568918893488,0.12333460220783286,0.07537114579368734,1142.1739130434944,-9.233220929282774,-7.71182698942951,0.15496725860811167,0.1497550220421897,0.10649481608535893,1.1305671869051683,0.8701941377997647,0.44977929906086966,0.2566568918893488,0.12333460220783289,0.07537114579368735,0.1370703664523662,0.13246008178614455,0.11674914350974704,0.5492577084125891,0.333993148077655,8.803728866153254e-15,0.6521739130434978
Uruguay,5,2526,16.99999999999952,16.99999999999952,16836.00000000056,259.00000000001563,25.00000000000337,26.270160606133675,19.000000000003368,21.067217258739387,15.000000000000481,10.55205226503442,211.00000000001782,113.00000000000746,62.63114675042241,46.00504112616716,36.8222128711681,10.55205226503442,42.00000000000674,3.999999999999038,267100000.0000056,207000000.0000024,172000000.00000072,120000000,0.23591479458010342,411.000000000013,31.00000000000337,6.415360026062273,15.610790017994544,18.628104779872228,5.672082416713618,11.263793770226114,13.816889062526837,0.24420711095935835,0.5942403722628732,0.7090974836112178,0.2692373818075472,0.5346597812083254,0.6558478461029176,0.1393129652524317,0.1341310008940867,6.000000000000481,12.99999999999952,13.99999999999928,8.000000000000481,3.0000000000002407,2.0000000000002407,809.9999999998053,5874.000000000199,7665.000000000611,2486.9999999999454,27.55725158417895,4.435748100877881,20.87397260274052,39.50410958904109,24903088.619626153,28100397.736352257,26.878355904017553,26.46515467108953,1.9657282014733546,2.6980385031921807,0.1404320773670665,0.056407977183004,1.1279401282965582,0.6040627227370096,0.3348065578247653,0.24592858763096126,0.13364219529580662,0.08018531717747673,990.3529411765397,-1.2701606061303061,3.9327827412639818,0.14043207736706653,0.11261876652925029,0.056407977183004034,1.127940128296558,0.6040627227370096,0.3348065578247653,0.2459285876309613,0.13364219529580662,0.08018531717747678,0.12450313083474564,0.09984463155799678,0.14771917320027794,0.4552744119743593,0.3488952245188883,0.04811119030647453,0.7647058823529337
Uzbekistan,5,2526,1.0000000000002407,1.0000000000002407,791.0000000003054,14.000000000006255,9.621606556143935e-13,0.09088237583776167,9.621606556143935e-13,0.09088237583776167,9.621606556143935e-13,0.11512973904659057,1.0000000000079379,1.0000000000043299,3.0839420966818976,2.968812327832172,0.20601211488435223,0.11512973904659057,2.0000000000002407,2.4054016390355495e-13,35000000.000001684,35000000.000001684,35000000.000001684,35000000,0.9999999999999332,24.00000000002141,1.0583767211758966e-11,0.0908823758377102,0.09088237583776167,0.09088237583776167,0.0908823758377102,0.09088237583776167,0.09088237583776167,0.9999999999999913,1,1,0.9999999999999913,1,1,0.9999999999999831,0.9999999999999831,2.4054016390355495e-13,1.0000000000002407,1.0000000000002407,2.405401639036128e-13,2.405401639036128e-13,2.4054016390355495e-13,0,791.000000000045,0,2.602644573436999e-10,22.12054794520658,6.131487568371021,22.120547945205484,22.12054794520757,34999999.99999646,19798989.87322333,24.00000000000821,45.96194077712559,5.559046661710303e-12,31.11269837220809,0.010340599020632469,0.01309946461967663,0.11378002528477994,0.1137800252846223,0.3508910097360895,0.3377915417254683,4.2036145148203024e-14,4.2036145148203024e-14,791.0000000000575,-0.0908823758367995,-0.0908823758367995,0.010340599020632505,0.010340599020632505,0.013099464619676664,0.11378002528478001,0.11378002528462237,0.3508910097360895,0.3377915417254683,4.203614514820303e-14,4.203614514820303e-14,0.09088237583639196,0.09088237583639196,1.2634196958432506e-13,0,0.9999999999998737,0,1
